SampleID	Stemness	EXTENDScores	Phase	Senescence	ClusterNo	ClusterMean	EXTENDclass
HNSCC17_P1_HNSCC17_P1_C01	0.478405478	0.207306471	NonCycling	0.409160471744081	1	0.27526248594617	Low
HNSCC17_P1_HNSCC17_P1_C06	0.63204525	0.266933625	NonCycling	0.345764738723577	1	0.27526248594617	Low
HNSCC17_P1_HNSCC17_P1_C07	0.46495581	0.241065733	NonCycling	0.429510911761629	1	0.27526248594617	Low
HNSCC17_P1_HNSCC17_P1_C09	0.531566203	0.313643889	NonCycling	0.442232100798503	1	0.27526248594617	Low
HNSCC17_P1_HNSCC17_P1_C10	0.636937664	0.564755224	G2_M	0.278363770798236	2	0.532642676004338	High
HNSCC17_P1_HNSCC17_P1_D04	0.687037935	0.283994846	NonCycling	0.333973843047374	1	0.27526248594617	Low
HNSCC17_P1_HNSCC17_P1_D05	0.470862844	0.262211803	NonCycling	0.492764120816304	1	0.27526248594617	Low
HNSCC17_P1_HNSCC17_P1_D06	0.589296709	0.339106158	NonCycling	0.395088621795975	1	0.27526248594617	Low
HNSCC17_P1_HNSCC17_P1_D07	0.636582656	0.389709024	G2_M	0.330750201342352	1	0.27526248594617	Low
HNSCC17_P1_HNSCC17_P1_D08	0.339089638	0.248857305	NonCycling	0.431154255924647	1	0.27526248594617	Low
HNSCC17_P1_HNSCC17_P1_D09	0.560943902	0.505914816	NonCycling	0.39425774122958	2	0.532642676004338	High
HNSCC17_P1_HNSCC17_P1_D12	0.577244878	0.310142622	NonCycling	0.305814792189953	1	0.27526248594617	Low
HNSCC17_P1_HNSCC17_P1_E01	0.382332533	0.196545163	NonCycling	0.337280615765539	1	0.27526248594617	Low
HNSCC17_P1_HNSCC17_P1_E02	0.429533799	0.253119668	NonCycling	0.410238275608042	1	0.27526248594617	Low
HNSCC17_P1_HNSCC17_P1_E04	0.58779115	0.29980491	G2_M	0.291337685361597	1	0.27526248594617	Low
HNSCC17_P1_HNSCC17_P1_E05	0.393986692	0.145183349	NonCycling	0.492305771408985	1	0.27526248594617	Low
HNSCC17_P1_HNSCC17_P1_E06	0.35933294	0.253232386	NonCycling	0.432795277558859	1	0.27526248594617	Low
HNSCC17_P1_HNSCC17_P1_E07	0.460020818	0.154924383	NonCycling	0.292846174270228	1	0.27526248594617	Low
HNSCC17_P1_HNSCC17_P1_E09	0.617657486	0.419954595	G2_M	0.393693004495853	2	0.532642676004338	High
HNSCC17_P1_HNSCC17_P1_F03	0.475602531	0.358080312	NonCycling	0.394875288100879	1	0.27526248594617	Low
HNSCC17_P1_HNSCC17_P1_F07	0.804087222	0.46305352	G2_M	0.393134111109261	2	0.532642676004338	High
HNSCC17_P1_HNSCC17_P1_F09	0.546553959	0.178554546	NonCycling	0.41146504248861	1	0.27526248594617	Low
HNSCC17_P1_HNSCC17_P1_F11	0.520385537	0.203303297	NonCycling	0.329693189606633	1	0.27526248594617	Low
HNSCC17_P1_HNSCC17_P1_F12	0.546873287	0.294677383	G2_M	0.419124720832948	1	0.27526248594617	Low
HNSCC17_P1_HNSCC17_P1_G01	0.571641389	0.346309428	NonCycling	0.310059294308937	1	0.27526248594617	Low
HNSCC17_P1_HNSCC17_P1_G04	0.434320072	0.278368482	NonCycling	0.378039932864763	1	0.27526248594617	Low
HNSCC17_P1_HNSCC17_P1_G06	0.439299872	0.160424105	NonCycling	0.453814069241274	1	0.27526248594617	Low
HNSCC17_P1_HNSCC17_P1_G07	0.672876627	0.462622877	G1_S	0.38385441359133	2	0.532642676004338	High
HNSCC17_P1_HNSCC17_P1_G09	0.620530413	0.31652126	G2_M	0.254892493752315	1	0.27526248594617	Low
HNSCC17_P1_HNSCC17_P1_H01	0.625445559	0.398258988	G2_M	0.391392140844228	1	0.27526248594617	Low
HNSCC17_P1_HNSCC17_P1_H02	0.455421565	0.277477684	NonCycling	0.319025237186722	1	0.27526248594617	Low
HNSCC17_P1_HNSCC17_P1_H03	0.776919985	0.704371119	G1_S	0.422908721941951	2	0.532642676004338	High
HNSCC17_P1_HNSCC17_P1_H05	0.78997482	0.534291107	G1_S	0.338636612642193	2	0.532642676004338	High
HNSCC17_P1_HNSCC17_P1_H06	0.534266735	0.310454076	NonCycling	0.311158302650218	1	0.27526248594617	Low
HNSCC17_P1_HNSCC17_P1_H07	0.707396527	0.315548621	G1_S	0.296120772632626	1	0.27526248594617	Low
HNSCC17_P1_HNSCC17_P1_H09	0.748957367	0.196600715	G2_M	0.285087156021196	1	0.27526248594617	Low
HNSCC17_P1_HNSCC17_P1_H10	0.42669785	0.230710806	NonCycling	0.496851361010538	1	0.27526248594617	Low
HNSCC17_P1_HNSCC17_P1_H11	0.776484058	0.311134004	G2_M	0.296631532268821	1	0.27526248594617	Low
HNSCC17_P1_HNSCC17_P1_H12	0.645942911	0.437266882	G2_M	0.347217920412688	2	0.532642676004338	High
HNSCC17_P2_A02_S2_comb	0.413152734	0.263738369	NonCycling	0.401475401035651	1	0.27526248594617	Low
HNSCC17_P2_A03_S3_comb	0.383903828	0.168682978	NonCycling	0.351359422307251	1	0.27526248594617	Low
HNSCC17_P2_A05_S5_comb	0.436059651	0.384335032	NonCycling	0.422711941610944	1	0.27526248594617	Low
HNSCC17_P2_A08_S8_comb	0.348343861	0.236059739	NonCycling	0.584339990225701	1	0.27526248594617	Low
HNSCC17_P2_A11_S11_comb	0.710757168	0.199285395	G2_M	0.342908257924396	1	0.27526248594617	Low
HNSCC17_P2_B03_S15_comb	0.790553339	0.423563524	G1_S	0.32144432908466	2	0.532642676004338	High
HNSCC17_P2_B04_S16_comb	0.380888011	0.31878744	NonCycling	0.547448482870035	1	0.27526248594617	Low
HNSCC17_P2_B07_S19_comb	0.670170475	0.39532669	G2_M	0.402787946868116	1	0.27526248594617	Low
HNSCC17_P2_C03_S27_comb	0.429002706	0.121832833	NonCycling	0.424012032980588	1	0.27526248594617	Low
HNSCC17_P2_C04_S28_comb	0.446768544	0.343615812	NonCycling	0.421751520109338	1	0.27526248594617	Low
HNSCC17_P2_C06_S30_comb	0.62438927	0.318457109	NonCycling	0.524357222381929	1	0.27526248594617	Low
HNSCC17_P2_C09_S33_comb	0.618417321	0.497060542	G1_S	0.468954865088607	2	0.532642676004338	High
HNSCC17_P2_C10_S34_comb	0.859688768	0.403632546	G1_S	0.33810903876693	1	0.27526248594617	Low
HNSCC17_P2_C11_S35_comb	0.50713923	0.154737952	NonCycling	0.473387105205075	1	0.27526248594617	Low
HNSCC17_P2_C12_S36_comb	0.542494068	0.445519826	G2_M	0.332083038123376	2	0.532642676004338	High
HNSCC17_P2_D01_S37_comb	0.467406419	0.221889189	NonCycling	0.407377664198465	1	0.27526248594617	Low
HNSCC17_P2_D04_S40_comb	0.353360804	0.158979263	NonCycling	0.388102720804504	1	0.27526248594617	Low
HNSCC17_P2_D06_S42_comb	0.648492976	0.310570795	G2_M	0.435375458734599	1	0.27526248594617	Low
HNSCC17_P2_D07_S43_comb	0.692408511	0.200262592	G2_M	0.38168646065745	1	0.27526248594617	Low
HNSCC17_P2_D09_S45_comb	0.359663699	0.328312679	NonCycling	0.540178868519162	1	0.27526248594617	Low
HNSCC17_P2_D10_S46_comb	0.404600366	0.200529185	NonCycling	0.574346531343024	1	0.27526248594617	Low
HNSCC17_P2_E01_S49_comb	0.515562302	0.344083975	NonCycling	0.37447049353359	1	0.27526248594617	Low
HNSCC17_P2_E02_S50_comb	0.393646741	0.337969397	NonCycling	0.363905064397974	1	0.27526248594617	Low
HNSCC17_P2_E04_S52_comb	0.416038651	0.288129523	NonCycling	0.370538038196345	1	0.27526248594617	Low
HNSCC17_P2_E05_S53_comb	0.545020866	0.206540951	NonCycling	0.386322584635972	1	0.27526248594617	Low
HNSCC17_P2_E09_S57_comb	0.448867036	0.329934145	NonCycling	0.48462705638138	1	0.27526248594617	Low
HNSCC17_P2_E11_S59_comb	0.477111721	0.305090155	NonCycling	0.359343183270143	1	0.27526248594617	Low
HNSCC17_P2_E12_S60_comb	0.431714681	0.228216037	NonCycling	0.467915492516563	1	0.27526248594617	Low
HNSCC17_P2_F01_S61_comb	0.482091264	0.191550186	NonCycling	0.364633111666691	1	0.27526248594617	Low
HNSCC17_P2_F02_S62_comb	0.649959106	0.450313824	G2_M	0.380645091929857	2	0.532642676004338	High
HNSCC17_P2_F03_S63_comb	0.464526457	0.490463044	NonCycling	0.317940221801852	2	0.532642676004338	High
HNSCC17_P2_F06_S66_comb	0.702627734	0.494147529	G1_S	0.278048004946763	2	0.532642676004338	High
HNSCC17_P2_F08_S68_comb	0.449344437	0.219895679	NonCycling	0.483942052168715	1	0.27526248594617	Low
HNSCC17_P2_F11_S71_comb	0.52113389	0.489176647	G1_S	0.410490838193872	2	0.532642676004338	High
HNSCC17_P2_F12_S72_comb	0.539395438	0.476598033	G2_M	0.398776891799125	2	0.532642676004338	High
HNSCC17_P2_G02_S74_comb	0.548350196	0.43012298	NonCycling	0.317959364873929	2	0.532642676004338	High
HNSCC17_P2_G04_S76_comb	0.348788	0.226711569	NonCycling	0.474665848466026	1	0.27526248594617	Low
HNSCC17_P2_G07_S79_comb	0.628121147	0.485591634	G1_S	0.351011024932138	2	0.532642676004338	High
HNSCC17_P2_G09_S81_comb	0.373674096	0.31205092	NonCycling	0.466352424106597	1	0.27526248594617	Low
HNSCC17_P2_G10_S82_comb	0.568708036	0.255992383	NonCycling	0.31887148679362	1	0.27526248594617	Low
HNSCC17_P2_G12_S84_comb	0.593517646	0.59450537	G1_S	0.36378915476036	2	0.532642676004338	High
HNSCC17_P2_H01_S85_comb	0.48976185	0.278982407	NonCycling	0.40496503585708	1	0.27526248594617	Low
HNSCC17_P2_H02_S86_comb	0.717776881	0.312363613	G1_S	0.318405862467589	1	0.27526248594617	Low
HNSCC17_P2_H04_S88_comb	0.574856551	0.33656651	NonCycling	0.307574261772069	1	0.27526248594617	Low
HNSCC17_P2_H06_S90_comb	0.627246158	0.363577725	G2_M	0.373680059100945	1	0.27526248594617	Low
HNSCC17_P2_H07_S91_comb	0.505403802	0.135519588	NonCycling	0.444109991397239	1	0.27526248594617	Low
HNSCC17_P2_H10_S94_comb	0.566480171	0.294188539	NonCycling	0.357746851038654	1	0.27526248594617	Low
HNSCC17_P3_A08_S200_comb	0.335672085	0.249819037	NonCycling	0.333788791205091	1	0.27526248594617	Low
HNSCC17_P3_A10_S202_comb	0.381670994	0.136700727	NonCycling	0.466331041818352	1	0.27526248594617	Low
HNSCC17_P3_A11_S203_comb	0.672151358	0.41028132	G2_M	0.368976898596029	2	0.532642676004338	High
HNSCC17_P3_A12_S204_comb	0.297013848	0.209904873	NonCycling	0.498459553664626	1	0.27526248594617	Low
HNSCC17_P3_B03_S207_comb	0.652798195	0.20455563	G2_M	0.3221133107797	1	0.27526248594617	Low
HNSCC17_P3_B05_S209_comb	0.597425433	0.354972875	NonCycling	0.322643910192015	1	0.27526248594617	Low
HNSCC17_P3_B06_S210_comb	0.75606131	0.441690655	G2_M	0.296578577937188	2	0.532642676004338	High
HNSCC17_P3_B10_S214_comb	0.473569662	0.46217505	NonCycling	0.39725562632192	2	0.532642676004338	High
HNSCC17_P3_B11_S215_comb	0.596485411	0.252072652	NonCycling	0.415071229716936	1	0.27526248594617	Low
HNSCC17_P3_B12_S216_comb	0.743928157	0.604196054	G1_S	0.366503859609194	2	0.532642676004338	High
HNSCC17_P3_C03_S219_comb	0.653272709	0.411319289	G2_M	0.473312760994376	2	0.532642676004338	High
HNSCC17_P3_C04_S220_comb	0.453409186	0.358424529	NonCycling	0.390256742589863	1	0.27526248594617	Low
HNSCC17_P3_C05_S221_comb	0.593792366	0.250614266	NonCycling	0.438298600571723	1	0.27526248594617	Low
HNSCC17_P3_C08_S224_comb	0.543242575	0.280251097	NonCycling	0.542868096198097	1	0.27526248594617	Low
HNSCC17_P3_C11_S227_comb	0.43809367	0.213934781	NonCycling	0.33165744693543	1	0.27526248594617	Low
HNSCC17_P3_D01_S229_comb	0.520188787	0.178708621	NonCycling	0.402988470713602	1	0.27526248594617	Low
HNSCC17_P3_D05_S233_comb	0.809843386	0.374638929	G2_M	0.262943143358589	1	0.27526248594617	Low
HNSCC17_P3_D06_S234_comb	0.443816817	0.118290639	NonCycling	0.4426809885965	1	0.27526248594617	Low
HNSCC17_P3_D07_S235_comb	0.528207527	0.311216308	NonCycling	0.458400606181394	1	0.27526248594617	Low
HNSCC17_P3_D08_S236_comb	0.844655799	0.33688388	G1_S	0.34005997029563	1	0.27526248594617	Low
HNSCC17_P3_D11_S239_comb	0.605313768	0.34925724	G2_M	0.404794885749417	1	0.27526248594617	Low
HNSCC17_P3_D12_S240_comb	0.488538982	0.200320396	NonCycling	0.392068586901338	1	0.27526248594617	Low
HNSCC17_P3_E01_S241_comb	0.53460592	0.370730556	NonCycling	0.339211082602327	1	0.27526248594617	Low
HNSCC17_P3_E02_S242_comb	0.750100791	0.406090927	G2_M	0.346110532219081	2	0.532642676004338	High
HNSCC17_P3_E03_S243_comb	0.534135024	0.448130097	NonCycling	0.407582053498511	2	0.532642676004338	High
HNSCC17_P3_E04_S244_comb	0.450388164	0.275975268	NonCycling	0.4123897194174	1	0.27526248594617	Low
HNSCC17_P3_E05_S245_comb	0.630231127	0.27143478	G2_M	0.352677978277567	1	0.27526248594617	Low
HNSCC17_P3_E06_S246_comb	0.453636651	0.23638471	NonCycling	0.354361041888217	1	0.27526248594617	Low
HNSCC17_P3_E07_S247_comb	0.487183693	0.366545313	NonCycling	0.38130102573362	1	0.27526248594617	Low
HNSCC17_P3_E08_S248_comb	0.703397859	0.297799773	G2_M	0.294524579616146	1	0.27526248594617	Low
HNSCC17_P3_E11_S251_comb	0.396216843	0.236750957	NonCycling	0.385974127967949	1	0.27526248594617	Low
HNSCC17_P3_F01_S253_comb	0.45088595	0.349911281	NonCycling	0.48961333345853	1	0.27526248594617	Low
HNSCC17_P3_F03_S255_comb	0.420833642	0.247373503	NonCycling	0.51375130113053	1	0.27526248594617	Low
HNSCC17_P3_F05_S257_comb	0.846579803	0.509674555	G1_S	0.474153912815057	2	0.532642676004338	High
HNSCC17_P3_F06_S258_comb	0.799402537	0.467783798	G1_S	0.357269720637465	2	0.532642676004338	High
HNSCC17_P3_F08_S260_comb	0.382335432	0.200833082	NonCycling	0.384158592750271	1	0.27526248594617	Low
HNSCC17_P3_F09_S261_comb	0.74033798	0.487652091	G1_S	0.274569511523621	2	0.532642676004338	High
HNSCC17_P3_F11_S263_comb	0.415833818	0.168766904	NonCycling	0.469173409029973	1	0.27526248594617	Low
HNSCC17_P3_F12_S264_comb	0.491937368	0.307123644	NonCycling	0.367436798471363	1	0.27526248594617	Low
HNSCC17_P3_G02_S266_comb	0.591142099	0.36318996	NonCycling	0.470822243553206	1	0.27526248594617	Low
HNSCC17_P3_G06_S270_comb	0.574107676	0.202277925	NonCycling	0.29752541572628	1	0.27526248594617	Low
HNSCC17_P3_G08_S272_comb	0.451818515	0.29084692	NonCycling	0.506054473805744	1	0.27526248594617	Low
HNSCC17_P3_G10_S274_comb	0.320422024	0.360658423	NonCycling	0.483268046699083	1	0.27526248594617	Low
HNSCC17_P3_G12_S276_comb	0.443946456	0.272551962	NonCycling	0.43092287355604	1	0.27526248594617	Low
HNSCC17_P3_H05_S281_comb	0.440209429	0.16587722	NonCycling	0.546129969101001	1	0.27526248594617	Low
HNSCC17_P3_H11_S287_comb	0.718715737	0.293793934	G2_M	0.336177674172226	1	0.27526248594617	Low
HNSCC17_P4_A06_S102_comb	0.606200709	0.14900519	NonCycling	0.306437226367383	1	0.27526248594617	Low
HNSCC17_P4_A08_S104_comb	0.730502447	0.550998723	G1_S	0.373206065505763	2	0.532642676004338	High
HNSCC17_P4_A09_S105_comb	0.766545842	0.466010594	G1_S	0.45773058881323	2	0.532642676004338	High
HNSCC17_P4_A10_S106_comb	0.413900945	0.121273539	NonCycling	0.467315560187551	1	0.27526248594617	Low
HNSCC17_P4_A11_S107_comb	0.609847974	0.41270975	G1_S	0.305163865818817	2	0.532642676004338	High
HNSCC17_P4_B02_S110_comb	0.737989689	0.521935609	G2_M	0.291342757350787	2	0.532642676004338	High
HNSCC17_P4_B08_S116_comb	0.762904207	0.400395911	G2_M	0.375015194969019	1	0.27526248594617	Low
HNSCC17_P4_B09_S117_comb	0.655790859	0.14644176	NonCycling	0.239316666621154	1	0.27526248594617	Low
HNSCC17_P4_B10_S118_comb	0.660614779	0.503375078	G1_S	0.376398589942573	2	0.532642676004338	High
HNSCC17_P4_C01_S121_comb	0.426574671	0.322119524	NonCycling	0.372356757113217	1	0.27526248594617	Low
HNSCC17_P4_C02_S122_comb	0.455973875	0.390822612	NonCycling	0.590776484500176	1	0.27526248594617	Low
HNSCC17_P4_C06_S126_comb	0.506082314	0.111066427	NonCycling	0.433375135026188	1	0.27526248594617	Low
HNSCC17_P4_C07_S127_comb	0.658416794	0.483564515	G1_S	0.355722766986937	2	0.532642676004338	High
HNSCC17_P4_C09_S129_comb	0.325265267	0.144810487	NonCycling	0.359144790041977	1	0.27526248594617	Low
HNSCC17_P4_C12_S132_comb	0.737322803	0.533453277	G1_S	0.366120158128342	2	0.532642676004338	High
HNSCC17_P4_D01_S133_comb	0.418598649	0.289371217	NonCycling	0.328793335136426	1	0.27526248594617	Low
HNSCC17_P4_D03_S135_comb	0.70728422	0.399029356	G1_S	0.283343483236105	1	0.27526248594617	Low
HNSCC17_P4_D04_S136_comb	0.454906256	0.193395818	NonCycling	0.406979493867973	1	0.27526248594617	Low
HNSCC17_P4_D05_S137_comb	0.581908915	0.350183519	NonCycling	0.393617520395941	1	0.27526248594617	Low
HNSCC17_P4_D06_S138_comb	0.398273006	0.285802533	NonCycling	0.447836681280318	1	0.27526248594617	Low
HNSCC17_P4_D07_S139_comb	0.456001594	0.176214615	NonCycling	0.455763563927565	1	0.27526248594617	Low
HNSCC17_P4_D09_S141_comb	0.726289857	0.322032047	G2_M	0.308218223888401	1	0.27526248594617	Low
HNSCC17_P4_D10_S142_comb	0.612443698	0.317873938	NonCycling	0.28088566507042	1	0.27526248594617	Low
HNSCC17_P4_E03_S147_comb	0.681706497	0.286123668	G2_M	0.354943871545718	1	0.27526248594617	Low
HNSCC17_P4_E04_S148_comb	0.778574668	0.171030766	G2_M	0.329717220290306	1	0.27526248594617	Low
HNSCC17_P4_E05_S149_comb	0.651167267	0.376574211	G2_M	0.260221366724051	1	0.27526248594617	Low
HNSCC17_P4_E09_S153_comb	0.699238131	0.698991709	G1_S	0.389962351510366	2	0.532642676004338	High
HNSCC17_P4_E10_S154_comb	0.503294917	0.417727781	NonCycling	0.386024250551053	2	0.532642676004338	High
HNSCC17_P4_E11_S155_comb	0.575680746	0.496417992	G1_S	0.484396171322849	2	0.532642676004338	High
HNSCC17_P4_F04_S160_comb	0.575873648	0.194393065	NonCycling	0.46395491557051	1	0.27526248594617	Low
HNSCC17_P4_F07_S163_comb	0.763149131	0.380376589	G1_S	0.371202152162539	1	0.27526248594617	Low
HNSCC17_P4_F12_S168_comb	0.515826	0.228507351	NonCycling	0.368383181706448	1	0.27526248594617	Low
HNSCC17_P4_G01_S169_comb	0.642871794	0.346863272	G2_M	0.37312767231475	1	0.27526248594617	Low
HNSCC17_P4_G04_S172_comb	0.745996944	0.371647649	G1_S	0.275781240173877	1	0.27526248594617	Low
HNSCC17_P4_G06_S174_comb	0.697056951	0.376418208	G2_M	0.329744683268765	1	0.27526248594617	Low
HNSCC17_P4_G09_S177_comb	0.640166758	0.278310561	G2_M	0.325356034921887	1	0.27526248594617	Low
HNSCC17_P4_G10_S178_comb	0.573616529	0.39004176	NonCycling	0.27509707670816	1	0.27526248594617	Low
HNSCC17_P4_G11_S179_comb	0.701791857	0.195476442	G2_M	0.315393925290618	1	0.27526248594617	Low
HNSCC17_P4_H03_S183_comb	0.65429189	0.24935182	G2_M	0.411991096220742	1	0.27526248594617	Low
HNSCC17_P4_H05_S185_comb	0.572169939	0.269655769	NonCycling	0.34373906023174	1	0.27526248594617	Low
HNSCC17_P4_H07_S187_comb	0.459697251	0.348819861	NonCycling	0.429392518201545	1	0.27526248594617	Low
HNSCC17_P7_C05_S125_comb	0.616301845	0.381697442	G1_S	0.322015799870042	1	0.27526248594617	Low
HNSCC17_P7_D02_S134_comb	0.8567987	0.399140688	G2_M	0.325235068176797	1	0.27526248594617	Low
HNSCC17_P7_G05_S173_comb	0.540048194	0.225255578	NonCycling	0.348659949672753	1	0.27526248594617	Low
HNSCC17_P7_G11_S179_comb	0.51283309	0.2247895	NonCycling	0.422478863188779	1	0.27526248594617	Low
HNSCC17_P7_G12_S180_comb	0.551813497	0.231267987	NonCycling	0.440336759012871	1	0.27526248594617	Low
HNSCC17_P7_H01_S181_comb	0.571012431	0.214349349	NonCycling	0.343728259670966	1	0.27526248594617	Low
HNSCC17_P7_H02_S182_comb	0.622500305	0.493574868	G2_M	0.29619772680885	2	0.532642676004338	High
HNSCC17_P7_H11_S191_comb	0.486063531	0.271644454	NonCycling	0.507815339001982	1	0.27526248594617	Low
HNSCC18_P1_P9_HNSCC18_P1_P9_A03	0.614380291	0.319531699	NonCycling	0.383351475647285	1	0.27526248594617	Low
HNSCC18_P1_P9_HNSCC18_P1_P9_A04	0.679823418	0.210969892	G1_S	0.430056885134174	1	0.27526248594617	Low
HNSCC18_P1_P9_HNSCC18_P1_P9_B01	0.618640678	0.488272619	G2_M	0.47809416671152	2	0.532642676004338	High
HNSCC18_P1_P9_HNSCC18_P1_P9_B03	0.592045209	0.199621279	NonCycling	0.480508952248064	1	0.27526248594617	Low
HNSCC18_P1_P9_HNSCC18_P1_P9_B06	0.854909997	0.420028974	G1_S	0.31068386512769	2	0.532642676004338	High
HNSCC18_P1_P9_HNSCC18_P1_P9_B07	0.74380017	0.463575161	G2_M	0.32682577488727	2	0.532642676004338	High
HNSCC18_P1_P9_HNSCC18_P1_P9_B09	0.574642746	0.287830103	NonCycling	0.313856820577678	1	0.27526248594617	Low
HNSCC18_P1_P9_HNSCC18_P1_P9_B10	0.516042558	0.187922717	NonCycling	0.564764429544505	1	0.27526248594617	Low
HNSCC18_P1_P9_HNSCC18_P1_P9_C11	0.643525273	0.313474016	NonCycling	0.424823174430638	1	0.27526248594617	Low
HNSCC18_P1_P9_HNSCC18_P1_P9_D01	0.390919238	0.219569425	NonCycling	0.640168805174032	1	0.27526248594617	Low
HNSCC18_P1_P9_HNSCC18_P1_P9_D06	0.667279324	0.253779562	G2_M	0.230950240830336	1	0.27526248594617	Low
HNSCC18_P1_P9_HNSCC18_P1_P9_D09	0.545272994	0.273880575	NonCycling	0.337314647717853	1	0.27526248594617	Low
HNSCC18_P1_P9_HNSCC18_P1_P9_E02	0.578141711	0.342949389	NonCycling	0.34742325293754	1	0.27526248594617	Low
HNSCC18_P1_P9_HNSCC18_P1_P9_E04	0.406718416	0.290164746	NonCycling	0.626521152530221	1	0.27526248594617	Low
HNSCC18_P1_P9_HNSCC18_P1_P9_E08	0.476878833	0.309507237	NonCycling	0.416749892642482	1	0.27526248594617	Low
HNSCC18_P1_P9_HNSCC18_P1_P9_E09	0.659389761	0.43460145	G1_S	0.414035741780312	2	0.532642676004338	High
HNSCC18_P1_P9_HNSCC18_P1_P9_E11	0.743293496	0.227418477	G2_M	0.416990099348628	1	0.27526248594617	Low
HNSCC18_P1_P9_HNSCC18_P1_P9_F05	0.6148997	0.19062597	NonCycling	0.465646875358529	1	0.27526248594617	Low
HNSCC18_P1_P9_HNSCC18_P1_P9_G01	0.670742033	0.279569915	G2_M	0.397463398102447	1	0.27526248594617	Low
HNSCC18_P1_P9_HNSCC18_P1_P9_G02	0.613039766	0.220641404	NonCycling	0.280409159653243	1	0.27526248594617	Low
HNSCC18_P1_P9_HNSCC18_P1_P9_G06	0.526373574	0.374370856	NonCycling	0.362700385283942	1	0.27526248594617	Low
HNSCC18_P1_P9_HNSCC18_P1_P9_G07	0.779889361	0.341954487	G2_M	0.4196480941054	1	0.27526248594617	Low
HNSCC18_P1_P9_HNSCC18_P1_P9_H05	0.501607179	0.305332363	NonCycling	0.373302634212815	1	0.27526248594617	Low
HNSCC18_P1_P9_HNSCC18_P1_P9_H08	0.513746082	0.271643952	NonCycling	0.525899333291439	1	0.27526248594617	Low
HNSCC18_P1_P9_HNSCC18_P1_P9_H09	0.443271666	0.188015933	NonCycling	0.576040749322018	1	0.27526248594617	Low
HNSCC18_P13_G04_S364_comb	0.542450918	0.45192973	G2_M	0.508825619437888	2	0.532642676004338	High
HNSCC18_P2_A03_S99_comb	0.68026127	0.348483988	G2_M	0.287570519541373	1	0.27526248594617	Low
HNSCC18_P2_A07_S103_comb	0.44531438	0.17398698	NonCycling	0.41187895179418	1	0.27526248594617	Low
HNSCC18_P2_A11_S107_comb	0.743009911	0.478941178	G1_S	0.350647692176564	2	0.532642676004338	High
HNSCC18_P2_A12_S108_comb	0.491270769	0.319231582	NonCycling	0.390735582571435	1	0.27526248594617	Low
HNSCC18_P2_B05_S113_comb	0.393823737	0.184054268	NonCycling	0.599664351860806	1	0.27526248594617	Low
HNSCC18_P2_B08_S116_comb	0.572347064	0.493685152	G2_M	0.415337444328436	2	0.532642676004338	High
HNSCC18_P2_C06_S126_comb	0.473296489	0.143412252	NonCycling	0.405923080321068	1	0.27526248594617	Low
HNSCC18_P2_C07_S127_comb	0.749640109	0.538247119	G1_S	0.44650156033674	2	0.532642676004338	High
HNSCC18_P2_C12_S132_comb	0.535924208	0.296433333	NonCycling	0.418345416539372	1	0.27526248594617	Low
HNSCC18_P2_D04_S136_comb	0.420922088	0.174732705	NonCycling	0.49497512633548	1	0.27526248594617	Low
HNSCC18_P2_D11_S143_comb	0.749091417	0.431705483	G2_M	0.454421291908257	2	0.532642676004338	High
HNSCC18_P2_E01_S145_comb	0.390579517	0.188342187	NonCycling	0.469021218845263	1	0.27526248594617	Low
HNSCC18_P2_E09_S153_comb	0.418365108	0.2854668	NonCycling	0.427369663968807	1	0.27526248594617	Low
HNSCC18_P2_E10_S154_comb	0.295540002	0.301110847	NonCycling	0.624407425800453	1	0.27526248594617	Low
HNSCC18_P2_E11_S155_comb	0.681413288	0.443272682	G2_M	0.494613434644269	2	0.532642676004338	High
HNSCC18_P2_F01_S157_comb	0.708464445	0.400320707	G2_M	0.386174294235901	1	0.27526248594617	Low
HNSCC18_P2_F02_S158_comb	0.595583391	0.213230762	NonCycling	0.489974066842232	1	0.27526248594617	Low
HNSCC18_P2_F03_S159_comb	0.552774942	0.44199533	G1_S	0.54908765367736	2	0.532642676004338	High
HNSCC18_P2_F06_S162_comb	0.392446477	0.30985144	NonCycling	0.275667315413158	1	0.27526248594617	Low
HNSCC18_P2_F10_S166_comb	0.730582507	0.412816447	G1_S	0.428759210784347	2	0.532642676004338	High
HNSCC18_P2_F11_S167_comb	0.419127983	0.294843602	NonCycling	0.556995584700588	1	0.27526248594617	Low
HNSCC18_P2_G07_S175_comb	0.483786055	0.203582944	NonCycling	0.337664941101123	1	0.27526248594617	Low
HNSCC18_P2_H10_S190_comb	0.458649891	0.332720134	NonCycling	0.447458294343138	1	0.27526248594617	Low
HNSCC18_P3_A08_S296_comb	0.67642779	0.561029476	G1_S	0.310515631477718	2	0.532642676004338	High
HNSCC18_P3_B01_S301_comb	0.734569774	0.41992195	G1_S	0.316341574774714	2	0.532642676004338	High
HNSCC18_P3_B06_S306_comb	0.674451814	0.366639506	G2_M	0.466429821209274	1	0.27526248594617	Low
HNSCC18_P3_B10_S310_comb	0.411958317	0.501946597	NonCycling	0.372132220249742	2	0.532642676004338	High
HNSCC18_P3_D01_S325_comb	0.38555298	0.263325473	NonCycling	0.338902228578601	1	0.27526248594617	Low
HNSCC18_P3_D03_S327_comb	0.742388371	0.309326605	G2_M	0.417801936186898	1	0.27526248594617	Low
